id,description,alternativeDescription,city,province,cap,address,phone,piva,notes,mail,sector_id
2533,"ZETA SRL",,NULL,NULL,,"Via Guglielmo Marconi 2
Colleferro (RM)",,NULL,zeta@mymail-pec.it,zeta@mymail-pec.it,10
2534,"ZEXAR S.R.L.",,Roma,Roma,,,,,zexarsrl@legalmail.it,zexarsrl@legalmail.it,1
2535,"EFFEDUEGI GROUP SRL",,Roma,Roma,00193,"VIA VITTORIO COLONNA 32 ",0686766621,,,EFFEDUEGIGROUPSRLS@LEGALMAIL.IT,16
2536,"LAURA IANNUZZI SRL",,Roma,Roma,,"VIA SALARIA 1319",068888234,,,LAURAIANNUZZISRL@PEC.IT,8
2537,"SUPERMERCATO 1 S.R.L.",,NULL,Roma,,,,,"CONAD ANAGNINA",SUPERMERCATOUNOSRL@LEGALMAIL.IT,1
2538,"METROSERVICE S.P.A.",,Roma,Roma,00195,"CIRCONVALLAZIONE CLODIA 163/167 ",,,,structura@pec.olimontel.it,15
2539,"ESARDEA SRL",,Ardea,Roma,,"VIALE SAN LORENZO 60",,,,ESARDEA@PEC.IT,1
2540,"P.G.MELANIE KLEIN COOPERATIVA",COOPERATIVA,Civitavecchia,Roma,00053,"VIA OSPEDALI SNC",,,,pgmelanieklein@cert-posta.it,18
2541,"ALLE FRATTE DI TRASTEVERE  DI MARIA MASSIMO",,Roma,Roma,,,,,,mariamassimo@pec.it,16
2542,"MY CHEF S.R.L. (RACCORDO)",,NULL,NULL,,,,,,MYCHEF@PEC.IT,16
2543,"CEF COOPERATIVE ESERCENTI FARMACIE",,Brescia,Brescia,25125,"VIA ACHILLE GRANDI 18",0302688011,,,CEFSCRL@PEC.CONFCOOPERATIVE.IT,11
2544,"SODEXO ITALIA SPA (MULTISERVIZI)",,Roma,Roma,,,,,,SODEXODIREZAMM@LEGALMAIL.IT,3
2545,"CREDIV DI DI VICO ENRICO & S.A.S.",,Alatri,Frosinone,,"VIA ROMA 35",,,,CREDIV@PEC.AGRITEL.IT,16
2546,"IMPRESERVICE SOC.COOP.",,NULL,NULL,,,,,,IMPRESERVICE@DIELLEPEC.IT,8
2547,"A.G.A. SOC.COOP",,Civitavecchia,Roma,,,,,,aga.soc.coop@pec.it,18
2548,"LA SERVICE SRL",,Roma,Roma,,,,,,DIREZIONE@PEC.LASERVICE-GS.IT,15
2549,"O.A.M. ",,Roma,Roma,00185,"VIA GALILEI 3",,,,PERSONALE@PEC.ORGANISMO-AM.IT,10
2550,"AURORA SERVIZI SRLS",,NULL,NULL,,,,,,AURORA.SERVIZI.SRLS@PEC.IT,3
2551,"SPIN SRL",CIVITAVECCHIA,NULL,NULL,,,,,,SPINSRL@PECIMPRESE.IT,1
2552,"CLAIRE'S ITALY SRL",,NULL,NULL,,,,,,CLAIRESITALYSRL@LEGALMAIL.IT,1
2553,"ROYAL BLU TRAVEL SOC.COOP.ARL",,NULL,NULL,,,,,,ROYALBLUTRAVEL@LEGALMAIL.IT,18
2554,"GLOBAL SERVICE SRL",,Roma,Roma,,,,,,globalserviceitalia@gigapec.it,8
2555,"ITALREST S.R.L.",,Roma,Roma,,"VIA ODERISI DA GUBBIO 266",,,,italrestsrl@open.legalmail.it,13
2556,"B.S.F. SRL",,NULL,NULL,,,,,,AMMINISTRAZIONE@PEC.BSFSRL.IT,3
2557,"ELSI STORE SRL",,Roma,Roma,,,,,,ELSISTORE@PECPVS.IT,10
2559,"JD SPORTS FASHION SRL",,Roma,Roma,,,,,,JDSPORTSFASHIONSRL@LEGALMAIL.IT,1
2560,"FARMA ACQUISITION SRL",,Lavagna,Genova,16033,"VIA MOGGIA 75/A",065190500,,,FARMAACQUISITION@LEGALMAIL.IT,11
2561,"TAKKO FASHION ITALIA SRL",,NULL,Frosinone,,,,,,TAKKO.ITALIA@LEGALMAIL.IT,10
2562,"AGESCI - ASS.NE GUIDE E SCOUTS CATTOLICI ITALIANI",,Roma,Roma,,,06681661,,,AGESCI_NAZIONALE@PEC.AGESCI.IT,10
2563,"ALESSANDERX S.P.A.",,Prato,Prato,59100,"VIA S.LEONARDO DA PORTO MAURIZIO",057451011,,,alessanderx@pec.uipservizi.it,10
2564,"HOTEL EVOLUTION SRL",,NULL,NULL,,,,,,Hotelevolution@pec.hotelevolutionsrl.com,8
2565,"SEL SRLS","MEDAGLIE D ORO",NULL,NULL,,,,,,SEL-SRLS@LEGALMAIL.IT,10
2566,"GREEN ISLAND SRL",,NULL,NULL,,,,,,GREEN-ISLAND@PEC.IT,16
2567,"EUROPOLICE SRL",,NULL,NULL,,,,,,EUROPOLICE@PEC.IMPRESECATANIA.IT,17
2568,"MORESCHI S.P.A.",,Vigevano,Pavia,27029,"VIA CARAROLA 59",,,,MORESCHI@LEGALMAIL.IT,10
2569,"STAY OVER S.R.L.",,Villorba,Treviso,"31020 ","Via Antonio Pacinotti 1/B","+39 0422 918098",,,INFO@PEC.STAYOVER.IT,8
2570,"BINGO RITZ SOMALIA SRL",,Siracusa,Siracusa,,"PIAZZA ADDA 9",,,,BINGORITZSOMALIA@PEC.IT,16
2571,"Remote Italia S.r.l.",,Roma,Roma,00195,"Via Antonio Baiamonti 10",,08824611001,,remote.italia@pec.it,1
2572,"JOB SOLUTION SOC.COOP.",,Viterbo,Viterbo,01100,"VIA FRIULI41",0761226667,,,jobsolution@arubapec.it,18
2573,"PASTIFICIO RANA S.P.A.",,"San Giovanni Lupatoto",Verona,37057,"VIA PACINOTTI 25",0452527311,,,AMMINISTRAZIONE@PEC.RANA.IT,10
2575,"RDC DI DE CASTRIS RINALDO",,Roma,Roma,00187,"VIA VITTORIO VENETO 22",,,,rdcdirinaldodecastris@arubapec.it,10
2576,"UNIAT APS NAZIONALE",,Roma,Roma,00185,"VIA CASTELFIDARDO 43",0697606677,,,uniat.aps@pec.it,10
2577,"T-BONE SRL",,Roma,Roma,00193,"VIA CASSIODORO 1/A ",," 04846131003",,t-bone@legalmail.it,16
2579,"FAST EAT ITALY SRL",,Monfalcone,Gorizia,34074,"VIA C.COLOMBO 6",,,,fast.eat.italy@pec.it,16
2580,"F.P. VIGILANZA ITALIA SRL",,Roma,Roma,,"VIA NOMENTANA 761",,,,FPVIGILANZAITALIA@PEC.IT,17
2581,"PRESTIGE SRL (SERV.FIDUCIARI)",,Roma,Roma,,,,,,PRESTIGESRL@GIGAPEC.IT,15
2582,"SECURITY LAB SRLS",,Roma,Roma,00143,"VIA LAURENTINA 203",,,,SECURITYSRLS@PECIMPRESE.IT,15
2583,"LEROY MERLIN ITALIA SRL",,Rozzano,Milano,,"Strada 8 Palazzo N",,,,inbox@pec.leroymerlin.it,12
2584,"FONDO PERSEO SIRIO",,Roma,Roma,00196,"VIA DEGLI SCIALOJA 3",,,,protocollo@pec.perseosirio.it,10
2585,"__UILTUCS ROMA E LAZIO__",,Roma,Roma,00184,"Via Cavour, 147",,,,segreteria@pec.uiltucsromaelazio.it,3
2586,"LELO S.A.S. DI MATTEO TERRIZZI & C.",,Civitavecchia,Roma,00053,"VIA G.MANZI 5",0761326194,,,lelosas@legalmail.it,10
2587,"VERUX SECURITY SRL",,Roma,Roma,00169,"VIA ROBERTO FANCELLI, 177",067233614,,,veruxsecurity@pec.it,17
2588,"JACADI ITALY SRL",,Bologna,Bologna,,"VIA SAN VITALE 23",,,,jacadiitalysrl@pec.it,10
2589,"FINTEX S.R.L.",,Modena,Modena,41124,"VIA RAINUSSO, 144",,03000610364,,FINTEX@LEGALMAIL.IT,10
2590,"H&M Hennes & Mauritz srl",,Milano,Milano,2021,"VIA TURATI,9",,,,HM_MILANO@PEC.IT,1
2591,"E.N.P.A.F. - ENTE NAZIONALE DI PREVIDENZA E DI ASSISTENZA FARMACISTI",,Roma,Roma,00144,"VIALE PASTEUR, 49",0654711,80039550589,,posta@pec.enpaf.com,10
2592,"BRICOFER SERVIZI SRL",,Roma,Roma,,"Via Antrosano 3",,,,bricoferservizi@legalmail.it,10
2593,"GESTIONE ORIZZONTI S.R.L.",,Monteroduni,Isernia,,"S.S. 85 KM 33 SNC",,,,gestioneorizzontisrl@legalmail.it,13
2594,"A.P.R.E. - AGENZIA PER LA PROMOZIONE DELLA RICERCA EUROPEA",,Roma,Roma,,"Via Cavour 71",,,,apre@pec.net,10
2595,"LUCKY S.R.L.",,Roma,Roma,00186,"Via dei Baullari 147",,,,luckysrl2013@pec.it,16
2596,"CLUB MEDICI ITALIA SRL",,Roma,Roma,,"VIA BOEZIO 2 A",,,,clubmedicifm@pec.it,10
2597,"TIGER ITALY 2 SRL",,Torino,Torino,10138,"Via Villar Focchiardo 5",,,,,10
2598,"RIVARENO S.P.A.",,Milano,Milano,,,,,,NICOLAGRECO@PEC.IT,16
2599,"DOMUS SIDERIS MANAGEMENT SRL",,Milano,Milano,20122,"CORSO VITTORIO EMANUELE II 37/B",,,,domussiderismanagementsrl@pec.it,8
2600,"RENT MAX S.P.A.",,Roma,Roma,,"VIA CRISTOFORO COLOMBO 112",,,,rentmax@pec.it,10
2601,"FARMACIA RIACE S.R.L.",,Roma,Roma,00178,"VIA ANAGNINA 470",,,,FARMACIARIACESRL@PECIMPRESE.IT,11
2602,"FARMACIA MOSTACCI SNC DEL DR. FRANCO MOSTACCI & C.",,Roma,Roma,,"VIALE AVENTINO 78/C",,,,farmaciamostaccisnc@pec.poste.it,11
2603,"VIGILANZA UMBRA MONDIALPOL S.P.A.",,Corciano,Perugia,06073,"VIA BELLINI 20/22",0755170000,,,protocollo@pec.vigilanzaumbra.it,1
2604,"G.S.N. GESTIONE SICUREZZA NUGNES S.R.L.",,Napoli,Napoli,,"VIA RIGOLETTO 15",,,,gsn_gestionesicurezzanugnes@pec.it,15
2605,"BAR SANT'E' DI LA MACCHIA SANTA",,Roma,Roma,00199,"VIA ACHERUSIO 21",,,,sante@arubapec.it,16
2606,"ATAS 21 S.R.L.",,Roma,Roma,00187,"VIA SARDEGNA 22",0689413454,,,ATAS21.SRL@LEGALMAIL.IT,10
2607,"FINLIBRI S.R.L.",,Milano,Milano,20154,"VIA MAURIZIO QUADRIO 17",,,,finlibrisrl@legalmail.it,1
2608,"ALEA S.R.L.",,Roma,Roma,00187,"VIA TOSCANA 10",,,,ALEASRL2024@PEC.IT,10
2609,"ETICA LAVORO SRL",,Roma,Roma,00187,"VIA SICILIA 160",,,,ETICALAVOROSRL@PEC.IT,10
2610,"PALESTRE ITALIANE SRL",,Bologna,Bologna,,"VIA LARGA 6",,,,palestreitalianesrl@pec.it,NULL
2611,"MAJESTIC PET'S S.R.L.",,Roma,Roma,,"VIA DELLA STAZIONE PRENESTINA 45/49",,,,MAJESTICSPET@LEGALMAIL.IT,10
2612,"CAFFE' TROMBETTA S.P.A.",,Pomezia,Roma,,"VIA DEI CASTELLI ROMANI 132",,,,caffetrombetta@pec.it,10
2613,"LA GIADA S.R.L.",,Roma,Roma,00166,"VIA CORNELIA 158",,,,lagiada@pecpvs.it,10
2614,"AUSGANG S.R.L.",,Roma,Roma,,"VIA GIUSEPPE MIRRI 35",,,,ausgang@legalmail.it,16
2615,"ADMIRAL GAMING NETWORK S.R.L. ",,Roma,Roma,,"VIA BENEDETTO CROCE 122-144",,,,segreteria@pec.admiralgn.it,10
2616,"FGEL S.R.L.",,Firenze,Firenze,50123,"PIAZZA STROZZI 1",055266041,06306070480,,fgel@legalmail.it,16
2618,"BRASIL GOMME S.R.L.",,Aprilia,Latina,00042,"VIA DEL COMMERCIO 20",3338634012,,,BRASILGOMME@PEC.IT,10
2619,"GOTTARDO S.P.A.",,Padova,Padova,,"GALLERIA SPAGNA 9",,,,gottardospa@legalmail.it,10
2620,"FAD FARMA S.R.L.",,Roma,Roma,00177,"V.LE G.B. VALENTE 190",06214901,,,fadfarmasrl@legalmail.it,10
2621,"C.S. SRL",,"Montoro Inferiore",Avellino,83025,"VIA RISORGIMENTO ",,,,c-s.srl@pec.it,10
2622,"SANIGEST SOC.CONSORTILE",,"Cava De' Tirreni",Salerno,83013,"VIA XXV LUGLIO 160",,,,SANIGESTSOCIETACONSORTILE@PEC.IT,3
2623,"LIDL SERVIZI IMMOBILIARI S.R.L.",,Arcole,Verona,,"VIA AUGUSTO RUFFO 36",,,,lsi_dg@legalmail.it,10
2624,"DATA VISION S.R.L.",,Pomezia,Roma,00071,"VIA DEI CASTELLI ROMANI 15",0691611111,,,DATAVISION@PEC.DATAVISIONSRL.COM,10
2625,"ANTICA FOCACCERIA S.R.L.",,"Reggio Nell'Emilia","Reggio E.",42124,"VIA ALFRED NOBEL 19",,,,AFSF@LEGALMAIL.IT,16
2626,"AMAZON CITY LOGISTICA S.R.L.",,Milano,Milano,,"Viale Monte Grappa 3/5",,,,amazoncitylogistica@legalmail.it,10
2627,"GE S.R.L.",,"Fiano Romano",Roma,00065,"VIA TIBERINA KM 19300",,,,gesrl2024@legalmail.it,10
2629,"DORECA STORE SRL",,Roma,Roma,00155,"VIA A.BERGAMINI 63 ",,02499880397,,DORECAEMILIAROMAGNA@LEGALMAIL.IT,10
2630,"NAPOLEONI MOTOFORNITURE SRL",,Roma,Roma,,,,,,napoleonimotoforniture@pec.it,10
2631,"UNIVAR SOLUTIONS S.P.A.",,Milano,Milano,,"VIA CALDERA 0021",,,,UNIVAR@LEGALMAIL.IT,10
2632,"SUPERMERCATO TRE S.R.L.",,Roma,Roma,,,,,,supermercatotre@legalmail.it,10
2633,"DUEZETA SRL",,"Fiano Romano",Roma,,"Via Tiberina Km19,300",,,"EX DOC BARRILLI",duezetasrl2024@legalmail.it,10
2634,"KSM SPA",,Palermo,Palermo,90143,"VIA FRA' GIOVANNI PANTALEO, 11",0916202500,,,ksmspa@pec.it,17
2635,"ALISTORE S.R.L.",,Roma,Roma,00128,"VIALE CADUTI DELLA RESISTENZA, 79",,17738421001,,alistore.srl@legalmail.it,1
2636,"CASA DEL TEMPO SOC.COOP. SOCIALE",,Roma,Roma,00173,"VIA MARIO BROGLIO 61",,,,COOPERATIVACASADELTEMPO@LEGALMAIL.IT,18
2637,"MONDOMOTO S.R.L.",,Milano,Milano,20123,"P.zzale Luigi Cadorna 2 ",3487987541,,,MONDOMOTO@PECDOTCOM.IT,10
2638,"ZV ITALIA S.R.L.",,Milano,Milano,20131,"VIA DEGLI ABRUZZI 94",,,,ZVITALIA@LEGALMAIL.IT,10
2639,"DOMLUC S.R.L.S.",,Roma,Roma,00196,"VIALE DEL VIGNOLA 105",3895420933,,,DOMLUC@PEC.IT,10
2640,"GLEMA SRL",,Frascati,Roma,00044,"via Domenico Seghetti, 24/26 ",,,,topsupermercati@pec.it,10
2641,"GMA SERVICES S.R.L.",,Roma,Roma,,"VIA NOMENTANA 261",,,,gmaservicessrls@legalmail.it,16
2642,"MARINA DI NETTUNO CIRCOLO NAUTICO S.P.A.",,Anzio,Roma,00048,"LUNGOMARE MATTEOTTI SNC ",069805404,,,marinadinettuno@legalmail.it,10
2643,"I-GEAM SERVIZI SRL",,Roma,Roma,,"Via Francesco Benaglia 13  ",,,,igeam@certemail.it,10
2644,"GRI.AM. SRL",,Roma,Roma,,"VIALE GIULIO CESARE",,,,griamsrl@legalmail.it,8
2645,"URBAN SECURITY INVESTIGATION ITALIA SRL",,Frosinone,Frosinone,,"VIA ARMANDO VONA 121",,,,usi@pec.urbansecurityitalia.it,17
2646,"CD - SERVIZI S.P.A.",,Roma,Roma,,"VIA DEL PARLAMENTO 2",,,,segreteria@pec.cd-servizi.it,13
2647,"VALORI S.P.A.",,Ariccia,Roma,00072,"VIA QUARTO NEGRONI 2",,,,valorispa@legalmail.it,10
2648,"AMBIENTE S.P.A.",,Carrara,"Massa Carrara",54033,"VIA FRASSINA 21 ",,,,ambientesc@messaggipec.it,18
2649,"ADECCO ITALIA S.P.A.",,Milano,Milano,,"VIA TOLMEZZO 15",,,,ADECCOITALIASPA@PEC.IT,10
2650,"AMANDA SRL",,Roma,Roma,,"VIA FIRENZE 12",,,,amanda2021@pec.it,8
2651,"COOP.SOC.NUOVA SAIR",,Roma,Roma,83,"VIA DEL TECNOPOLO",ROMA,ROMA,,nuovasair@legalmail.it,18
2652,"MANPOWER S.R.L.",,Milano,Milano,,"VIA GIOACCHINO ROSSINI 6/8",,,,aplmanpower@legalmail.it,10
2653,"IGES S.R.L.",,Roma,Roma,,"Via Tiberina Km. 19,300 Snc",,,,iges@actaliscertymail.it,10
2654,"A.R.P. FOOD & HOSPITALITY SRL",,Roma,Roma,,"VIALE PARIOLI 122",,,,arpfoodsrl@legalmail.it,16
2655,"KEPAL S.R.L.",,Roma,Roma,,,,,,kepal@legalmail.it,10
2656,"LIFE COLORS SRL",,Roma,Roma,,"VIALE PARIOLI 94 ",,,,lifecolorssrl@legpec.it,10
2657,"ICONSULTING S.P.A.",,Bologna,Bologna,,"Via Bazzanese 32/7 ",,,,iconsultingspa@legalmail.it,10
2658,"SOCIETY MODERNE FACILITY MANAGEMENT S.R.L.",,Roma,Roma,,"Via Alessio Baldovinetti 13",,,,societymodernefm@pec.it,3
2659,"GERMANA QUASI ESPERTA IN RIMODELLAMENTO CORPO",,Subiaco,Roma,,"VIA PAPA BRASCHI 14/16",,,,bellezzaebenessere2016@legalmail.it,10
2660,"SVILUPPO SUD S.R.L.",,Roma,Roma,00198,"VIA NIZZA 152",,,,SVILUPPOSUDSRL@LEGALMAIL.IT,10
2661,"SASA' S.R.L.",,Roma,Roma,00146,"VIALE GUGLIELMO MARCONI 138/A",,,,SASA.SRL@ARUBAPEC.IT,10
2662,"ASTRA SOC.COOP.",,Roma,Roma,00048,"VIA TRIESTE 80",,,,astrasoccoop@legal.email.it,18
2663,"HS SERVIZI S.R.L.",,Roma,Roma,,"Salita Di Castel Giubileo 151",,,,postacert@pec.hsservizi.net,15
2664,"HOTEL ASTRID S.R.L.",,Roma,Roma,,,,,,hotel.astrid.srl@legalmail.it,8
2665,"CENTRO SERVIZI S.R.L.",,Roma,Roma,,,,,,centroservizi.srl1@legalmail.it,10
2666,GIORNALAI,,Roma,Roma,,,,,,,10
2667,"100 ROMA MARKET S.R.L.",,Roma,Roma,,,,,,100romamarketsrl@legalmail.it,NULL
2668,"TIRSO FOOD S.R.L.",,Roma,Roma,,,,,,tirsofoodsrl@legalmail.it,10
2669,"PSG1 S.R.L.",,NULL,Roma,,,,,,psg1srl@legalmail.it,NULL
2670,"MAG S.R.L.",,Roma,Roma,,,,,,magsrl.2024@legalmail.it,10
2671,"CLM MARKET S.R.L.",,Roma,Roma,,,,,,clmmarket@pecpvs.it,10
2672,"CBC S.R.L.",,Roma,Roma,,,,,,cbcsrl2024@legalmail.it,10
2673,"ISTITUTO EVANGELICO BETANIA - EMMAUS",,"Fonte Nuova",Roma,,,,,,betania-emmaus@pec.it,18
2674,"SOLUTION SERVICE S.R.L.S.",,Roma,Roma,00121,"VIA DELLE BALEARI 228 ",,,,solutionservice2019srls@legalmail.it,10
2675,"QC TERME S.R.L.",,Milano,Milano,,"PIAZZA ADRIANO OLIVETTI 3",,,,qctermesrl@pcert.it,18
2676,"LAYLA 71 S.R.L.",,Roma,Roma,,,,,,layla71@legalmail.it,16
2677,"LVL SUPERMERCATI S.R.L.",,Roma,Roma,,,,,,lvlsupermercatisrl@pec.it,10
2678,"IGEAMED S.P.A.",,Roma,Roma,00153,"VIA FRANCESCO BENAGLIA 13",06669911,,,IGEAMED@PEC.IT,10
2679,"F.P. SERVIZI INTEGRATI S.R.L.",,Roma,Roma,00137,"Via Nomentana 761","06 697 6331",,,fpservizi.integrati@pec.it,15
2680,"IL TRIANGOLO S.P.A.",,Roma,Roma,00155,"Via Licoride 12/14",0666500436,,,iltriangolo@italypec.it,10
2681,"GIELLE DI GALANTUCCI LUIGI",,Altamura,Bari,70022,"VIA FERRI ROCCO, 32",0803118998,,,INFO@PEC.GIELLE.IT,15
2682,"FA.M.CO. SRL",,Corato,Bari,,"S.P. 231 Km. 32.700",,,,famcosrl@pec.it,18
2683,"FOODACA S.R.L.",,Roma,Roma,,"Viale Luigi Schiavonetti 282 ",,,,foodaca@pec.it,16
2684,"POPI POPI S.R.L.",,Roma,Roma,,"Via delle Fratte di Trastevere 45",,,,popipopisrl@pec.it,16
2685,"FIMMG SEZIONE PROVINCIALE DI ROMA",,Roma,Roma,00144,"Piazza Guglielmo Marconi 25",0690253000,,,FIMMGROMA@PEC.IT,10
2686,"LAZIOCREA S.P.A.",,Roma,Roma,,"Via Anagnina 203",,,,laziocrea@legalmail.it,10
2687,"DIADORA RETAIL S.R.L.",,"Caerano Di San Marco",Treviso,,"VIA MONTELLO 80",,,,diadoraretail@legalmail.it,10
2688,"SOCIETA' COOPERATIVA SOCIALE SANITARIA ARCOBALENO",,Colleferro,Roma,,"Largo Boccaccio 4",,,,arcobaleno@pec.cooparcobaleno.org,18
2689,"CONDOMINIO VIA G.RICCI 56 ",,Roma,Roma,,"VA G.RICCI 56",,,,,14
2690,"COA SOC.COOP.",,Roma,Roma,,"via Trieste 80",,,,coasocietacooperativa@legalmail.it,3
2691,"PWO LIMITED",,Roma,Roma,,,,,,pwo@legalmail.it,10
2692,"TERSA S.R.L.",,Roma,Roma,00137,"VIA DI CASAL BOCCONE, 98",0683960958,,,TERSA.SOC.RL@LEGALMAIL.IT,17
2693,"ANMIL - ASSOCIAZIONE NAZIONALE FRA LAVORATORI MUTILATI E INVALIDI DEL LAVORO - APS - ETS",,Roma,Roma,,"Via Adolfo Rava' 124",,,,direzione@pec.anmil.it,3
2694,"JOBBER S.R.L.",,Valmontone,Roma,00038,"Via Filippo Turati 25/A ",,,,jobbersrl@pec.it,8
2695,"MACSUN S.R.L.",,Roma,Roma,00178,"VIA ANDREA MILLEVOI 10",065159591,,,macsunsrl@legalmail.it,10
2696,"SILICONDEV CONSULTING S.R.L.",,Roma,Roma,00197,"VIALE BRUNO BUOZZI 64",065159591,,,silicondevconsulting@legalmail.it,10
2697,"LTM & PARTNERS S.R.L.",,Roma,Roma,00196,"VIA FLAMINIA 330",0687725482,,,ltmpartners@legalmail.it,10
2698,"AGRIFARMA S.P.A.",,Roma,Roma,,,,,,Info@pec.arcaplanet.net,10
2699,"PHILMARK INFORMATICA S.P.A.",,Roma,Roma,,"VIA TOLMINO 12",,,,philmarkspa@pec.it,10
2700,"KALYTE S.R.L.",,Roma,Roma,,"VIA TOLMINO 12",,,,kalyte@pec.it,10
2701,"GPS S.R.L.S. UNIPERSONALE",,Roma,Roma,00195,"Via Filippo Corridoni 23",,,,gps.roma@pec.it,16
2702,"DAIMLER TRUCK FINANCIAL SERVICES ITALIA S.P.A.",,Roma,Roma,,"Via Giulio Vincenzo Bona 110",,,,daimler-truck-fsi@legalmail.it,10
2703,"INTENT ERP S.R.L.",,Zagarolo,Roma,00039,"Viale Ungheria 89/91",,,,intenterp@legalmail.it,10
2704,"INTENT BUSINESS SOLUTION S.R.L.",,Zagarolo,Roma,00039,"Viale Ungheria 89/91",,,,intent.bs@legalmail.it,10
2705,"LUONGO SECURITY S.R.L. (OP.SICUREZZA)",,Roma,Roma,00168,"VIA DI TORREVECCHIA, 901",06.6148221,11481391008,,mail@pec.luongosecurity.com,15
2706,"FA.PO. S.R.L.",,Roma,Roma,,"Via Ottaviano Conte Di Palombara 32 ",,,,fapodiscount@legalmail.it,10
2707,"ANGUILLARA DIS S.R.L.",,"Fiano Romano",Roma,,"Via Tiberina Km19,300  ",,,,anguillaradis@legalmail.it,10
2708,"MAPELA S.R.L.",,Terracina,Latina,,"Via Pontina Km. 103,300 Snc",,,,mapelasrl@legalmail.it,10
2709,"MG SUPERMERCATI S.R.L.",,"Fiano Romano",Roma,,"Via Tiberina Km 19.300 Snc",,,,mgsupermercati@facilepec.com,10
2710,"TREVIGNANO DIS S.R.L.",,"Fiano Romano",Roma,,"Via Tiberina Km19,300",,,,trevignanodis@legalmail.it,10
2711,"ORS ITALIA S.R.L.",,Roma,Roma,,,,,,orsitalia@legalmail.it,NULL
2712,"CONDOMINIO P.ZZA ARULENO CELIO SABINO ",,Roma,Roma,00174,"P.ZZA ARULENO CELIO SABINO 66-67",,,,,14
2713,"FOUR F.M. S.R.L.",,Roma,Roma,,"VIA NETTUNENSE KM 3 SNC.",,,,fourfm@legalmail.it,10
2714,"PER OTTO S.R.L.",,Roma,Roma,,"VIA GUICCIARDINI 2",,,,perotto@pecpvs.it,10
2715,"IGEAM CONSULTING S.R.L.",,Roma,Roma,00153,"Via Francesco Benaglia 13",06669911,,,igeamconsulting@pec.it,10
2716,"BRUMS MILANO S.R.L.",,Milano,Milano,,"Via Carlo Freguglia 8/A ",,,,brumsmilanosrl@legalmail.it,10
2717,"MCE FINANCE S.P.A.",,Roma,Roma,00154,"Via Ostiense 131L",06684451,,,mcefinance@pec.it,10
2718,"IGEAM ACADEMY S.R.L.",,Roma,Roma,00153,"VIA FRANCESCO BENAGLIA 13",06669911,,,igeamacademy@certemail.it,10
2719,"GESTIONE SERVIZI INTEGRATI S.R.L.",,Roma,Roma,,"Via Girolamo Benzoni 45 ",,,,postagsi@pec.gestioneserviziintegrati.it,13
2720,"PORTOBELLO S.P.A.",,Roma,Roma,,,,,,portobellosrl@legalmail.it,10
2721,"PEGASO SECURITY S.P.A. (Servizi di Sicurezza)",,Rende,Cosenza,87036,"VIA FABIO ROSSI, 92",,08061680727,,PEGASOSECURITYSPA@PECIMPRESE.IT,15
2722,"VEDETTA 2 MONDIALPOL S.P.A. (0P.SICUREZZA)",,NULL,Como,22100,"Via Scalabrini 76",,,,,15
2723,"MACRI SRLS",,Nettuno,Roma,"00048 "," VIA VENEZIA 11 ",,15167201001,,macrisrls@sicurezzapostale.it,15
2724,"HEALTHCARE SERVICE REAL ESTATE S.R.L.",,Scafati,Salerno,84018,"VIA GIOVANNI XXIII 62",,,,healthcareservicere@legalmail.it,13
2725,"LA SCINTILLA SOCIALE SOC.COOP.",,"Genzano Di Roma",Roma,,"VIA SARDEGNA 3",,,,lascintillasociale@pec.it,18
2726,"ICE DATA SERVICES ITALY S.R.L.",,Roma,Roma,,"VIA CRISTOFORO COLOMBO 149",,,,ice.italy@legalmail.it,10
2727,"SOGESER S.R.L.",,Roma,Roma,,"Via Armando Armuzzi 6 ",,,,sogesersrl@legalmail.it,16
